formal_n,sizes,mass_like,lambda_like,t_regulator,proxy_kind,eta_proxy,eta_anchor_de2,gamma_phi_proxy_de2,status_de2,score_de2,eta_anchor_lpa,gamma_phi_proxy_lpa,status_lpa,xi_values,xi_window_pass,susceptibility_values
2.900000,"4,6,8",0.700000,0.750000,0.000000,t_projected_direct,2.6523882021,0.0250000000,,out_of_anchor_band,2.6273882021,0.0150000000,,out_of_anchor_band,0.1459828307|0.0000000000|0.0000000000,True,0.1849614030|0.1005606921|0.1279889855
2.900000,"4,6,8",0.500000,0.500000,0.000000,t_projected_direct,2.6800440931,0.0250000000,,out_of_anchor_band,2.6550440931,0.0150000000,,out_of_anchor_band,0.1243489179|0.1739541481|0.0000000000,True,0.1877612476|0.2052970457|0.1149856508
2.900000,"4,6,8",0.300000,0.350000,0.000000,t_projected_direct,2.7191860468,0.0250000000,,out_of_anchor_band,2.6941860468,0.0150000000,,out_of_anchor_band,0.1962587541|0.0197920091|0.0159388374,True,0.1999756733|0.1223193719|0.1199123121
2.900000,"4,6,8",0.500000,0.350000,0.000000,t_projected_direct,2.7203781731,0.0250000000,,out_of_anchor_band,2.6953781731,0.0150000000,,out_of_anchor_band,0.1753742330|0.0000000000|0.0000000000,True,0.1919261739|0.1196626509|0.1146632307
2.900000,"4,6,8",0.700000,1.000000,0.000000,t_projected_direct,2.7630140574,0.0250000000,,out_of_anchor_band,2.7380140574,0.0150000000,,out_of_anchor_band,0.1991160941|0.1609329335|0.0000000000,True,0.2253396934|0.2477507997|0.1378042920
3.000000,"4,6,8",0.450000,1.000000,0.000000,t_projected_direct,-2.7711161002,0.0190000000,,non_physical_eta_proxy,2.7901161002,0.0130000000,,non_physical_eta_proxy,0.1262908388|0.0000000000|0.0000000000,True,0.1583654459|0.1442586880|14.0235764652
2.900000,"4,6,8",0.700000,0.500000,0.000000,t_projected_direct,2.8205565138,0.0250000000,,out_of_anchor_band,2.7955565138,0.0150000000,,out_of_anchor_band,0.1356402894|0.0363555648|0.0236362604,True,0.2234326593|0.1425591477|0.1286048041
3.000000,"4,6,8",0.200000,0.350000,0.000000,t_projected_direct,2.8345974416,0.0190000000,,out_of_anchor_band,2.8155974416,0.0130000000,,out_of_anchor_band,0.1471856626|0.0000000000|0.0000000000,True,0.1690577297|0.3388365281|0.0968120781
2.900000,"4,6,8",0.200000,0.650000,0.000000,t_projected_direct,2.8542970066,0.0250000000,,out_of_anchor_band,2.8292970066,0.0150000000,,out_of_anchor_band,0.1228360406|0.0348087170|0.0000000000,True,0.1812574444|0.1021208153|0.1006005478
2.900000,"4,6,8",0.700000,0.350000,0.000000,t_projected_direct,2.9176440359,0.0250000000,,out_of_anchor_band,2.8926440359,0.0150000000,,out_of_anchor_band,0.1456880831|0.0820684631|0.0000000000,True,0.1930697420|0.1272156248|0.1012365904
2.900000,"4,6,8",0.250000,1.000000,0.000000,t_projected_direct,2.9947276267,0.0250000000,,out_of_anchor_band,2.9697276267,0.0150000000,,out_of_anchor_band,0.1462192104|0.0734529990|0.0000000000,True,0.2211278175|0.1137589337|0.1041146958
3.000000,"4,6,8",0.400000,0.500000,0.000000,t_projected_direct,3.0345743920,0.0190000000,,out_of_anchor_band,3.0155743920,0.0130000000,,out_of_anchor_band,0.1689689853|0.0000000000|0.0000000000,True,0.2263797489|0.1281795697|0.1018494374
2.900000,"4,6,8",0.350000,0.750000,0.000000,t_projected_direct,-3.5666838069,0.0250000000,,non_physical_eta_proxy,3.5916838069,0.0150000000,,non_physical_eta_proxy,0.0785149973|0.0238788679|0.0000000000,True,0.1309234457|0.1302718609|17.5027888275
2.900000,"4,6,8",0.450000,0.500000,0.000000,t_projected_direct,-3.9001530243,0.0250000000,,non_physical_eta_proxy,3.9251530243,0.0150000000,,non_physical_eta_proxy,0.1092828061|0.0000000000|0.0000000000,True,0.1689993830|0.1038375231|6.4684431001
2.900000,"4,6,8",0.500000,0.750000,0.000000,t_projected_direct,-5.8102317997,0.0250000000,,non_physical_eta_proxy,5.8352317997,0.0150000000,,non_physical_eta_proxy,0.1258787251|0.0000000000|0.1983458734,True,0.1641336931|0.1355771896|28.1475616497
3.000000,"4,6,8",0.200000,0.750000,0.000000,t_projected_direct,-5.8596336064,0.0190000000,,non_physical_eta_proxy,5.8786336064,0.0130000000,,non_physical_eta_proxy,0.0000000000|0.0662253419|0.1004723857,True,0.1146449596|0.1672562993|29.3875663245
3.000000,"4,6,8",0.500000,0.350000,0.000000,t_projected_direct,-5.9453505536,0.0190000000,,non_physical_eta_proxy,5.9643505536,0.0130000000,,non_physical_eta_proxy,0.0671342406|0.1236839204|0.1633676541,True,0.1310110859|0.1642703881|38.2773248952
