instance_id,t_gini,early_t_gini,success,issue_length,diff_size,test_size,repo
sympy__sympy-19254,0.30840080481480014,0.3539736279401282,0.0,626,2151,520,sympy/sympy
sympy__sympy-19487,0.4554302138928694,0.4008621292914025,0.0,943,584,2004,sympy/sympy
sympy__sympy-20049,0.4925721199468589,0.4442286127690358,0.0,2586,2614,3858,sympy/sympy
sympy__sympy-20154,0.20636239255447775,0.27411538427369564,0.0,552,1559,1936,sympy/sympy
sympy__sympy-20212,0.3228631423989792,0.37265882800884786,0.0,466,410,413,sympy/sympy
sympy__sympy-20322,0.3823107970231665,0.34221745861617237,0.0,667,2777,2115,sympy/sympy
sympy__sympy-20442,0.37912208753250454,0.3829425287356323,0.0,731,1025,1051,sympy/sympy
sympy__sympy-20590,0.4422238918106687,0.5147259468360386,0.0,758,611,460,sympy/sympy
sympy__sympy-20639,0.4896216804301652,0.46023911745151724,0.0,561,2453,1535,sympy/sympy
sympy__sympy-21055,0.1859706133261494,0.2204089796686748,0.0,1029,1175,852,sympy/sympy
sympy__sympy-21171,0.4644251995245374,0.41041994161239614,0.0,8391,741,1125,sympy/sympy
sympy__sympy-21379,0.3463840785065859,0.3697310038824182,0.0,1781,1007,776,sympy/sympy
sympy__sympy-21612,0.44812438127563303,0.40550102716274816,0.0,681,541,514,sympy/sympy
